algorithm,dataset,budget,seed,best_performance,best_solution,valid_count,invalid_count,total_samples
bestconfig,PostgreSQL,100,56,46064.6,"[0, 0, 1, 0, 1, 256, 8, 256]",100,0,100
bestconfig,PostgreSQL,100,57,46070.8,"[0, 0, 0, 0, 1, 256, 32, 4096]",100,0,100
bestconfig,PostgreSQL,100,58,46039.0,"[0, 1, 0, 0, 0, 256, 32, 4096]",100,0,100
bestconfig,PostgreSQL,100,59,46022.8,"[0, 1, 0, 0, 0, 128, 2, 256]",100,0,100
bestconfig,PostgreSQL,100,60,46078.8,"[0, 0, 1, 0, 0, 128, 32, 256]",100,0,100
bestconfig,PostgreSQL,100,61,46039.0,"[0, 1, 0, 0, 0, 256, 32, 4096]",100,0,100
bestconfig,PostgreSQL,100,62,46039.0,"[0, 1, 0, 0, 0, 256, 32, 4096]",100,0,100
bestconfig,PostgreSQL,100,63,45922.8,"[0, 1, 1, 0, 0, 64, 8, 256]",100,0,100
bestconfig,PostgreSQL,100,64,46064.6,"[0, 0, 1, 0, 1, 256, 8, 256]",100,0,100
bestconfig,PostgreSQL,100,65,46022.8,"[0, 1, 0, 0, 0, 128, 2, 256]",100,0,100
bestconfig,PostgreSQL,100,66,45980.8,"[0, 1, 0, 0, 0, 128, 8, 1024]",100,0,100
bestconfig,PostgreSQL,100,67,45980.8,"[0, 1, 0, 0, 0, 128, 8, 1024]",100,0,100
bestconfig,PostgreSQL,100,68,46035.0,"[0, 0, 0, 0, 1, 128, 32, 256]",100,0,100
bestconfig,PostgreSQL,100,69,45939.8,"[0, 0, 1, 0, 1, 256, 32, 1024]",100,0,100
bestconfig,PostgreSQL,100,70,45922.8,"[0, 1, 1, 0, 0, 64, 8, 256]",100,0,100
bestconfig,PostgreSQL,100,71,45939.8,"[0, 0, 1, 0, 1, 256, 32, 1024]",100,0,100
bestconfig,brotli,50,42,1.556,"[23, 0]",50,0,50
bestconfig,brotli,50,43,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,44,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,45,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,46,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,47,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,48,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,49,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,50,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,51,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,52,1.556,"[23, 0]",50,0,50
bestconfig,brotli,50,53,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,54,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,55,1.556,"[23, 0]",50,0,50
bestconfig,brotli,50,56,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,57,1.556,"[23, 0]",50,0,50
bestconfig,brotli,50,58,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,59,1.526,"[11, 0]",50,0,50
bestconfig,brotli,50,60,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,61,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,62,1.556,"[23, 0]",50,0,50
bestconfig,brotli,50,63,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,64,1.556,"[23, 0]",50,0,50
bestconfig,brotli,50,65,1.526,"[11, 1]",50,0,50
bestconfig,brotli,50,66,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,67,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,68,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,69,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,70,1.46,"[14, 1]",50,0,50
bestconfig,brotli,50,71,1.46,"[14, 1]",50,0,50
bestconfig,brotli,100,42,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,43,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,44,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,45,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,46,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,47,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,48,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,49,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,50,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,51,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,52,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,53,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,54,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,55,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,56,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,57,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,58,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,59,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,60,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,61,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,62,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,63,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,64,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,65,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,66,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,67,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,68,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,69,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,70,1.46,"[14, 1]",100,0,100
bestconfig,brotli,100,71,1.46,"[14, 1]",100,0,100
bestconfig,spear,50,42,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1]",50,0,50
bestconfig,spear,50,43,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",50,0,50
bestconfig,spear,50,44,0.00297914597815,"[0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]",50,0,50
bestconfig,spear,50,45,0.000993048659384,"[0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1]",50,0,50
bestconfig,spear,50,46,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",50,0,50
bestconfig,spear,50,47,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",50,0,50
bestconfig,spear,50,48,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1]",50,0,50
bestconfig,spear,50,49,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",50,0,50
bestconfig,spear,50,50,0.0,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",50,0,50
bestconfig,spear,50,51,0.00198609731877,"[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1]",50,0,50
bestconfig,spear,50,52,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",50,0,50
bestconfig,spear,50,53,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",50,0,50
bestconfig,spear,50,54,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",50,0,50
bestconfig,spear,50,55,0.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",50,0,50
bestconfig,spear,50,56,0.00198609731877,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",50,0,50
bestconfig,spear,50,57,0.00198609731877,"[0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",50,0,50
bestconfig,spear,50,58,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]",50,0,50
bestconfig,spear,50,59,0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]",50,0,50
bestconfig,spear,50,60,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1]",50,0,50
bestconfig,spear,50,61,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",50,0,50
bestconfig,spear,50,62,0.00297914597815,"[0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",50,0,50
bestconfig,spear,50,63,0.000993048659384,"[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0]",50,0,50
bestconfig,spear,50,64,0.00198609731877,"[0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0]",50,0,50
bestconfig,spear,50,65,0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",50,0,50
bestconfig,spear,50,66,0.00297914597815,"[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",50,0,50
bestconfig,spear,50,67,0.00198609731877,"[0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1]",50,0,50
bestconfig,spear,50,68,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1]",50,0,50
bestconfig,spear,50,69,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1]",50,0,50
bestconfig,spear,50,70,0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]",50,0,50
bestconfig,spear,50,71,0.00198609731877,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",50,0,50
bestconfig,spear,100,42,0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]",100,0,100
bestconfig,spear,100,43,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",100,0,100
bestconfig,spear,100,44,0.00297914597815,"[0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]",100,0,100
bestconfig,spear,100,45,0.000993048659384,"[0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1]",100,0,100
bestconfig,spear,100,46,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",100,0,100
bestconfig,spear,100,47,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",100,0,100
bestconfig,spear,100,48,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0]",100,0,100
bestconfig,spear,100,49,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",100,0,100
bestconfig,spear,100,50,0.0,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",100,0,100
bestconfig,spear,100,51,0.0,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]",100,0,100
bestconfig,spear,100,52,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",100,0,100
bestconfig,spear,100,53,0.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",100,0,100
bestconfig,spear,100,54,0.0,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",100,0,100
bestconfig,spear,100,55,0.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",100,0,100
bestconfig,spear,100,56,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",100,0,100
bestconfig,spear,100,57,0.0,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]",100,0,100
bestconfig,spear,100,58,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]",100,0,100
bestconfig,spear,100,59,0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]",100,0,100
bestconfig,spear,100,60,0.0,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",100,0,100
bestconfig,spear,100,61,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,spear,100,62,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0]",100,0,100
bestconfig,spear,100,63,0.000993048659384,"[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0]",100,0,100
bestconfig,spear,100,64,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]",100,0,100
bestconfig,spear,100,65,0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",100,0,100
bestconfig,spear,100,66,0.00297914597815,"[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",100,0,100
bestconfig,spear,100,67,0.00198609731877,"[0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1]",100,0,100
bestconfig,spear,100,68,0.0,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]",100,0,100
bestconfig,spear,100,69,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1]",100,0,100
bestconfig,spear,100,70,0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]",100,0,100
bestconfig,spear,100,71,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",100,0,100
bestconfig,storm,50,42,0.0,"[4, 10, 4, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",50,71,121
bestconfig,storm,50,43,1.49793761226e-05,"[4, 1, 2, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",50,52,102
bestconfig,storm,50,44,1.36176146569e-05,"[4, 10, 2, 1000000, 10, 0, 1000, 1000, 512, 10000, 5, 0]",50,55,105
bestconfig,storm,50,45,8.17056879415e-06,"[4, 1, 2, 1000000, 1, 0, 1000, 1000, 1024, 10000, 5, 29]",50,46,96
bestconfig,storm,50,46,0.0,"[4, 10, 4, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 29]",50,78,128
bestconfig,storm,50,47,8.17056879415e-06,"[4, 1, 2, 1000000, 1, 0, 1000, 1000, 1024, 10000, 5, 29]",50,40,90
bestconfig,storm,50,48,0.0,"[4, 10, 4, 1000000, 1, 1, 1, 1000, 512, 10000, 5, 29]",50,57,107
bestconfig,storm,50,49,0.0,"[4, 10, 4, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",50,48,98
bestconfig,storm,50,50,0.0,"[2, 1, 4, 1000000, 1, 1, 1, 10, 512, 100, 5, 0]",50,64,114
bestconfig,storm,50,51,0.0,"[4, 10, 4, 1000000, 1, 1, 1, 1000, 512, 10000, 5, 29]",50,72,122
bestconfig,storm,50,52,1.36176146569e-06,"[4, 1, 2, 1000000, 10, 1, 1, 1000, 512, 10000, 5, 0]",50,73,123
bestconfig,storm,50,53,0.0,"[4, 10, 4, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 29]",50,56,106
bestconfig,storm,50,54,1.49793761226e-05,"[4, 1, 2, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",50,41,91
bestconfig,storm,50,55,0.0,"[4, 10, 4, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 29]",50,70,120
bestconfig,storm,50,56,1.49793761226e-05,"[4, 1, 2, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",50,72,122
bestconfig,storm,50,57,9.53233025984e-06,"[2, 1, 4, 1000000, 1, 0, 1000, 10, 1024, 100, 5, 0]",50,76,126
bestconfig,storm,50,58,8.17056879415e-06,"[4, 1, 2, 1000000, 1, 0, 1000, 1000, 1024, 10000, 5, 29]",50,45,95
bestconfig,storm,50,59,1.49793761226e-05,"[4, 1, 2, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",50,44,94
bestconfig,storm,50,60,1.49793761226e-05,"[4, 1, 2, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",50,42,92
bestconfig,storm,50,61,0.0,"[2, 1, 4, 1000000, 1, 1, 1, 10, 512, 100, 5, 0]",50,60,110
bestconfig,storm,50,62,2.72352293138e-05,"[2, 10, 4, 1000000, 1, 0, 1000, 10, 1024, 100, 5, 29]",50,70,120
bestconfig,storm,50,63,5.44704586276e-06,"[4, 10, 4, 1000000, 10, 0, 1000, 1000, 512, 10000, 2, 0]",50,73,123
bestconfig,storm,50,64,0.0,"[4, 1, 2, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 0]",50,53,103
bestconfig,storm,50,65,0.0,"[2, 10, 2, 1000000, 1, 0, 1, 1000, 512, 10000, 5, 0]",50,46,96
bestconfig,storm,50,66,1.49793761226e-05,"[4, 1, 2, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",50,52,102
bestconfig,storm,50,67,9.53233025984e-06,"[2, 1, 4, 1000000, 1, 0, 1000, 10, 1024, 100, 5, 0]",50,46,96
bestconfig,storm,50,68,9.53233025984e-06,"[2, 1, 4, 1000000, 1, 0, 1000, 10, 1024, 100, 5, 0]",50,67,117
bestconfig,storm,50,69,1.49793761226e-05,"[4, 1, 2, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",50,42,92
bestconfig,storm,50,70,0.0,"[4, 10, 4, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",50,42,92
bestconfig,storm,50,71,8.17056879415e-06,"[4, 1, 2, 1000000, 1, 0, 1000, 1000, 1024, 10000, 5, 29]",50,49,99
bestconfig,storm,100,42,0.0,"[4, 10, 4, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",100,153,253
bestconfig,storm,100,43,0.0,"[4, 10, 4, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",100,117,217
bestconfig,storm,100,44,0.0,"[4, 10, 4, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 29]",100,125,225
bestconfig,storm,100,45,0.0,"[4, 1, 2, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 0]",100,128,228
bestconfig,storm,100,46,0.0,"[4, 10, 4, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 29]",100,152,252
bestconfig,storm,100,47,1.36176146569e-06,"[4, 1, 4, 1000000, 1, 1, 1000, 1000, 1024, 10000, 5, 0]",100,109,209
bestconfig,storm,100,48,0.0,"[4, 10, 4, 1000000, 1, 1, 1, 1000, 512, 10000, 5, 29]",100,100,200
bestconfig,storm,100,49,0.0,"[4, 1, 2, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 0]",100,132,232
bestconfig,storm,100,50,0.0,"[2, 1, 4, 1000000, 1, 1, 1, 10, 512, 100, 5, 0]",100,145,245
bestconfig,storm,100,51,0.0,"[4, 10, 4, 1000000, 1, 1, 1, 1000, 512, 10000, 5, 29]",100,130,230
bestconfig,storm,100,52,0.0,"[2, 1, 2, 1000000, 1, 0, 1, 1000, 512, 10000, 5, 0]",100,137,237
bestconfig,storm,100,53,0.0,"[4, 10, 4, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 29]",100,128,228
bestconfig,storm,100,54,0.0,"[2, 1, 2, 1000000, 1, 0, 1, 1000, 512, 10000, 5, 0]",100,138,238
bestconfig,storm,100,55,0.0,"[4, 10, 4, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 29]",100,144,244
bestconfig,storm,100,56,2.72352293138e-06,"[2, 10, 4, 1000000, 1, 0, 1000, 10, 512, 100, 2, 0]",100,140,240
bestconfig,storm,100,57,2.72352293138e-06,"[2, 10, 4, 1000000, 1, 0, 1000, 10, 512, 100, 2, 0]",100,148,248
bestconfig,storm,100,58,0.0,"[4, 1, 2, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 0]",100,116,216
bestconfig,storm,100,59,0.0,"[4, 10, 4, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",100,148,248
bestconfig,storm,100,60,0.0,"[4, 10, 4, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",100,111,211
bestconfig,storm,100,61,0.0,"[2, 1, 4, 1000000, 1, 1, 1, 10, 512, 100, 5, 0]",100,121,221
bestconfig,storm,100,62,0.0,"[2, 1, 4, 1000000, 1, 1, 1, 10, 1024, 100, 5, 29]",100,148,248
bestconfig,storm,100,63,5.44704586276e-06,"[4, 10, 4, 1000000, 10, 0, 1000, 1000, 512, 10000, 2, 0]",100,152,252
bestconfig,storm,100,64,0.0,"[4, 1, 2, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 0]",100,106,206
bestconfig,storm,100,65,0.0,"[2, 10, 2, 1000000, 1, 0, 1, 1000, 512, 10000, 5, 0]",100,98,198
bestconfig,storm,100,66,1.36176146569e-06,"[4, 1, 2, 1000000, 10, 1, 1, 1000, 512, 10000, 5, 0]",100,122,222
bestconfig,storm,100,67,9.53233025984e-06,"[2, 1, 4, 1000000, 1, 0, 1000, 10, 1024, 100, 5, 0]",100,133,233
bestconfig,storm,100,68,9.53233025984e-06,"[2, 1, 4, 1000000, 1, 0, 1000, 10, 1024, 100, 5, 0]",100,156,256
bestconfig,storm,100,69,0.0,"[2, 1, 4, 1000000, 1, 1, 1, 10, 1024, 100, 5, 29]",100,91,191
bestconfig,storm,100,70,2.72352293138e-06,"[4, 10, 4, 1000000, 10, 0, 1, 10, 512, 100, 5, 0]",100,126,226
bestconfig,storm,100,71,1.36176146569e-06,"[4, 1, 4, 1000000, 1, 1, 1000, 1000, 1024, 10000, 5, 0]",100,125,225
bestconfig,x264,50,42,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",50,0,50
bestconfig,x264,50,43,22.394,"[4, 1, 2, 1, 1, 0, 0, 0, 1, 0]",50,0,50
bestconfig,x264,50,44,21.678,"[4, 1, 1, 1, 1, 1, 0, 0, 0, 0]",50,0,50
bestconfig,x264,50,45,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",50,0,50
bestconfig,x264,50,46,21.65,"[4, 1, 1, 1, 1, 1, 0, 0, 0, 1]",50,0,50
bestconfig,x264,50,47,21.694,"[4, 1, 1, 1, 1, 0, 0, 0, 0, 1]",50,0,50
bestconfig,x264,50,48,21.636,"[4, 1, 1, 1, 1, 0, 0, 0, 0, 0]",50,0,50
bestconfig,x264,50,49,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",50,0,50
bestconfig,x264,50,50,21.636,"[4, 1, 1, 1, 1, 0, 0, 0, 0, 0]",50,0,50
bestconfig,x264,50,51,23.062,"[4, 1, 2, 1, 1, 1, 1, 1, 1, 0]",50,0,50
bestconfig,x264,50,52,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",50,0,50
bestconfig,x264,50,53,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",50,0,50
bestconfig,x264,50,54,21.636,"[4, 1, 1, 1, 1, 0, 0, 0, 0, 0]",50,0,50
bestconfig,x264,50,55,21.586,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 1]",50,0,50
bestconfig,x264,50,56,21.942,"[4, 1, 1, 1, 1, 1, 1, 0, 0, 0]",50,0,50
bestconfig,x264,50,57,21.586,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 1]",50,0,50
bestconfig,x264,50,58,21.586,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 1]",50,0,50
bestconfig,x264,50,59,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",50,0,50
bestconfig,x264,50,60,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",50,0,50
bestconfig,x264,50,61,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",50,0,50
bestconfig,x264,50,62,21.694,"[4, 1, 1, 1, 1, 0, 0, 0, 0, 1]",50,0,50
bestconfig,x264,50,63,21.586,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 1]",50,0,50
bestconfig,x264,50,64,21.636,"[4, 1, 1, 1, 1, 0, 0, 0, 0, 0]",50,0,50
bestconfig,x264,50,65,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",50,0,50
bestconfig,x264,50,66,21.97,"[4, 1, 1, 1, 1, 1, 0, 0, 1, 1]",50,0,50
bestconfig,x264,50,67,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",50,0,50
bestconfig,x264,50,68,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",50,0,50
bestconfig,x264,50,69,21.636,"[4, 1, 1, 1, 1, 0, 0, 0, 0, 0]",50,0,50
bestconfig,x264,50,70,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",50,0,50
bestconfig,x264,50,71,21.636,"[4, 1, 1, 1, 1, 0, 0, 0, 0, 0]",50,0,50
bestconfig,x264,100,42,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,43,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,44,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,45,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,46,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,47,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,48,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,49,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,50,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,51,21.636,"[4, 1, 1, 1, 1, 0, 0, 0, 0, 0]",100,0,100
bestconfig,x264,100,52,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,53,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,54,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,55,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,56,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,57,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,58,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,59,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,60,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,61,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,62,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
bestconfig,x264,100,63,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
