algorithm,dataset,budget,seed,best_performance,best_solution,valid_count,invalid_count,total_samples
baseline_random_search,PostgreSQL,100,60,46064.6,"[0, 0, 1, 0, 1, 256, 8, 256]",100,0,100
baseline_random_search,PostgreSQL,100,61,46035.0,"[0, 0, 0, 0, 1, 128, 32, 256]",100,0,100
baseline_random_search,PostgreSQL,100,62,45980.8,"[0, 1, 0, 0, 0, 128, 8, 1024]",100,0,100
baseline_random_search,PostgreSQL,100,63,46100.4,"[0, 0, 0, 0, 1, 256, 8, 256]",100,0,100
baseline_random_search,PostgreSQL,100,64,46042.4,"[0, 0, 0, 0, 0, 256, 32, 4096]",100,0,100
baseline_random_search,PostgreSQL,100,65,46096.4,"[0, 1, 0, 0, 0, 256, 2, 4096]",100,0,100
baseline_random_search,PostgreSQL,100,66,46064.6,"[0, 0, 1, 0, 1, 256, 8, 256]",100,0,100
baseline_random_search,PostgreSQL,100,67,46097.6,"[0, 1, 0, 0, 0, 256, 8, 1024]",100,0,100
baseline_random_search,PostgreSQL,100,68,46095.0,"[0, 0, 1, 0, 0, 64, 2, 4096]",100,0,100
baseline_random_search,PostgreSQL,100,69,46078.8,"[0, 0, 1, 0, 0, 128, 32, 256]",100,0,100
baseline_random_search,PostgreSQL,100,70,45939.8,"[0, 0, 1, 0, 1, 256, 32, 1024]",100,0,100
baseline_random_search,PostgreSQL,100,71,45939.8,"[0, 0, 1, 0, 1, 256, 32, 1024]",100,0,100
baseline_random_search,brotli,50,42,1.514,"[13, 1]",50,0,50
baseline_random_search,brotli,50,43,1.46,"[14, 1]",50,0,50
baseline_random_search,brotli,50,44,1.52,"[15, 1]",50,0,50
baseline_random_search,brotli,50,45,1.46,"[14, 1]",50,0,50
baseline_random_search,brotli,50,46,1.472,"[14, 0]",50,0,50
baseline_random_search,brotli,50,47,1.46,"[14, 1]",50,0,50
baseline_random_search,brotli,50,48,1.52,"[15, 1]",50,0,50
baseline_random_search,brotli,50,49,1.514,"[13, 1]",50,0,50
baseline_random_search,brotli,50,50,1.472,"[14, 0]",50,0,50
baseline_random_search,brotli,50,51,1.472,"[14, 0]",50,0,50
baseline_random_search,brotli,50,52,1.514,"[13, 1]",50,0,50
baseline_random_search,brotli,50,53,1.46,"[14, 1]",50,0,50
baseline_random_search,brotli,50,54,1.52,"[15, 1]",50,0,50
baseline_random_search,brotli,50,55,1.574,"[24, 0]",50,0,50
baseline_random_search,brotli,50,56,1.526,"[11, 0]",50,0,50
baseline_random_search,brotli,50,57,1.46,"[14, 1]",50,0,50
baseline_random_search,brotli,50,58,1.472,"[14, 0]",50,0,50
baseline_random_search,brotli,50,59,1.514,"[13, 1]",50,0,50
baseline_random_search,brotli,50,60,1.514,"[13, 1]",50,0,50
baseline_random_search,brotli,50,61,1.472,"[14, 0]",50,0,50
baseline_random_search,brotli,50,62,1.534,"[15, 0]",50,0,50
baseline_random_search,brotli,50,63,1.528,"[12, 0]",50,0,50
baseline_random_search,brotli,50,64,1.46,"[14, 1]",50,0,50
baseline_random_search,brotli,50,65,1.472,"[14, 0]",50,0,50
baseline_random_search,brotli,50,66,1.528,"[12, 0]",50,0,50
baseline_random_search,brotli,50,67,1.472,"[14, 0]",50,0,50
baseline_random_search,brotli,50,68,1.514,"[13, 1]",50,0,50
baseline_random_search,brotli,50,69,1.572,"[23, 1]",50,0,50
baseline_random_search,brotli,50,70,1.472,"[14, 0]",50,0,50
baseline_random_search,brotli,50,71,1.472,"[14, 0]",50,0,50
baseline_random_search,brotli,100,42,1.514,"[13, 1]",100,0,100
baseline_random_search,brotli,100,43,1.46,"[14, 1]",100,0,100
baseline_random_search,brotli,100,44,1.514,"[13, 0]",100,0,100
baseline_random_search,brotli,100,45,1.46,"[14, 1]",100,0,100
baseline_random_search,brotli,100,46,1.46,"[14, 1]",100,0,100
baseline_random_search,brotli,100,47,1.46,"[14, 1]",100,0,100
baseline_random_search,brotli,100,48,1.514,"[13, 0]",100,0,100
baseline_random_search,brotli,100,49,1.46,"[14, 1]",100,0,100
baseline_random_search,brotli,100,50,1.472,"[14, 0]",100,0,100
baseline_random_search,brotli,100,51,1.472,"[14, 0]",100,0,100
baseline_random_search,brotli,100,52,1.46,"[14, 1]",100,0,100
baseline_random_search,brotli,100,53,1.46,"[14, 1]",100,0,100
baseline_random_search,brotli,100,54,1.46,"[14, 1]",100,0,100
baseline_random_search,brotli,100,55,1.46,"[14, 1]",100,0,100
baseline_random_search,brotli,100,56,1.526,"[11, 0]",100,0,100
baseline_random_search,brotli,100,57,1.46,"[14, 1]",100,0,100
baseline_random_search,brotli,100,58,1.472,"[14, 0]",100,0,100
baseline_random_search,brotli,100,59,1.514,"[13, 1]",100,0,100
baseline_random_search,brotli,100,60,1.46,"[14, 1]",100,0,100
baseline_random_search,brotli,100,61,1.472,"[14, 0]",100,0,100
baseline_random_search,brotli,100,62,1.52,"[15, 1]",100,0,100
baseline_random_search,brotli,100,63,1.514,"[13, 0]",100,0,100
baseline_random_search,brotli,100,64,1.46,"[14, 1]",100,0,100
baseline_random_search,brotli,100,65,1.472,"[14, 0]",100,0,100
baseline_random_search,brotli,100,66,1.528,"[12, 0]",100,0,100
baseline_random_search,brotli,100,67,1.46,"[14, 1]",100,0,100
baseline_random_search,brotli,100,68,1.514,"[13, 1]",100,0,100
baseline_random_search,brotli,100,69,1.46,"[14, 1]",100,0,100
baseline_random_search,brotli,100,70,1.472,"[14, 0]",100,0,100
baseline_random_search,brotli,100,71,1.472,"[14, 0]",100,0,100
baseline_random_search,spear,50,42,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",50,0,50
baseline_random_search,spear,50,43,0.00397219463754,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1]",50,0,50
baseline_random_search,spear,50,44,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]",50,0,50
baseline_random_search,spear,50,45,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]",50,0,50
baseline_random_search,spear,50,46,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]",50,0,50
baseline_random_search,spear,50,47,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",50,0,50
baseline_random_search,spear,50,48,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1]",50,0,50
baseline_random_search,spear,50,49,0.00297914597815,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1]",50,0,50
baseline_random_search,spear,50,50,0.00297914597815,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1]",50,0,50
baseline_random_search,spear,50,51,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0]",50,0,50
baseline_random_search,spear,50,52,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",50,0,50
baseline_random_search,spear,50,53,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",50,0,50
baseline_random_search,spear,50,54,0.00198609731877,"[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1]",50,0,50
baseline_random_search,spear,50,55,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",50,0,50
baseline_random_search,spear,50,56,0.00297914597815,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",50,0,50
baseline_random_search,spear,50,57,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]",50,0,50
baseline_random_search,spear,50,58,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",50,0,50
baseline_random_search,spear,50,59,0.00198609731877,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1]",50,0,50
baseline_random_search,spear,50,60,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",50,0,50
baseline_random_search,spear,50,61,0.00297914597815,"[0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0]",50,0,50
baseline_random_search,spear,50,62,0.00198609731877,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",50,0,50
baseline_random_search,spear,50,63,0.00297914597815,"[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]",50,0,50
baseline_random_search,spear,50,64,0.00198609731877,"[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0]",50,0,50
baseline_random_search,spear,50,65,0.00297914597815,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0]",50,0,50
baseline_random_search,spear,50,66,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",50,0,50
baseline_random_search,spear,50,67,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",50,0,50
baseline_random_search,spear,50,68,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1]",50,0,50
baseline_random_search,spear,50,69,0.00297914597815,"[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1]",50,0,50
baseline_random_search,spear,50,70,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",50,0,50
baseline_random_search,spear,50,71,0.00297914597815,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1]",50,0,50
baseline_random_search,spear,100,42,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",100,0,100
baseline_random_search,spear,100,43,0.0,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]",100,0,100
baseline_random_search,spear,100,44,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]",100,0,100
baseline_random_search,spear,100,45,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]",100,0,100
baseline_random_search,spear,100,46,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]",100,0,100
baseline_random_search,spear,100,47,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",100,0,100
baseline_random_search,spear,100,48,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1]",100,0,100
baseline_random_search,spear,100,49,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0]",100,0,100
baseline_random_search,spear,100,50,0.00198609731877,"[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",100,0,100
baseline_random_search,spear,100,51,0.0,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",100,0,100
baseline_random_search,spear,100,52,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",100,0,100
baseline_random_search,spear,100,53,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",100,0,100
baseline_random_search,spear,100,54,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0]",100,0,100
baseline_random_search,spear,100,55,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",100,0,100
baseline_random_search,spear,100,56,0.00297914597815,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",100,0,100
baseline_random_search,spear,100,57,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]",100,0,100
baseline_random_search,spear,100,58,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",100,0,100
baseline_random_search,spear,100,59,0.00198609731877,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1]",100,0,100
baseline_random_search,spear,100,60,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",100,0,100
baseline_random_search,spear,100,61,0.00297914597815,"[0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0]",100,0,100
baseline_random_search,spear,100,62,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0]",100,0,100
baseline_random_search,spear,100,63,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0]",100,0,100
baseline_random_search,spear,100,64,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1]",100,0,100
baseline_random_search,spear,100,65,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]",100,0,100
baseline_random_search,spear,100,66,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",100,0,100
baseline_random_search,spear,100,67,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",100,0,100
baseline_random_search,spear,100,68,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1]",100,0,100
baseline_random_search,spear,100,69,0.000993048659384,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]",100,0,100
baseline_random_search,spear,100,70,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",100,0,100
baseline_random_search,spear,100,71,0.000993048659384,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",100,0,100
baseline_random_search,storm,50,42,1.7702899054e-05,"[4, 1, 2, 1000000, 1, 1, 1000, 1000, 1024, 10000, 5, 29]",50,68,118
baseline_random_search,storm,50,43,5.17469356963e-05,"[2, 10, 2, 1000000, 1, 0, 1000, 1000, 1024, 10000, 5, 29]",50,67,117
baseline_random_search,storm,50,44,8.17056879415e-06,"[4, 10, 2, 1000000, 10, 0, 1, 10, 512, 100, 5, 29]",50,66,116
baseline_random_search,storm,50,45,2.72352293138e-06,"[4, 1, 2, 1000000, 10, 0, 1, 10, 1024, 100, 5, 0]",50,77,127
baseline_random_search,storm,50,46,4.22146054364e-05,"[2, 1, 4, 1000000, 1, 0, 1000, 10, 1024, 100, 2, 0]",50,110,160
baseline_random_search,storm,50,47,0.0,"[4, 10, 4, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 29]",50,66,116
baseline_random_search,storm,50,48,2.72352293138e-06,"[4, 1, 2, 1000000, 10, 0, 1, 10, 1024, 100, 5, 0]",50,68,118
baseline_random_search,storm,50,49,0.0,"[4, 10, 4, 1000000, 1, 1, 1, 1000, 512, 10000, 5, 29]",50,78,128
baseline_random_search,storm,50,50,8.17056879415e-05,"[4, 10, 4, 1000000, 1, 1, 1000, 1000, 1024, 10000, 2, 0]",50,59,109
baseline_random_search,storm,50,51,2.72352293138e-06,"[4, 10, 4, 1000000, 10, 0, 1, 10, 512, 100, 5, 0]",50,59,109
baseline_random_search,storm,50,52,0.0,"[4, 10, 4, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 29]",50,63,113
baseline_random_search,storm,50,53,0.0,"[2, 1, 4, 1000000, 1, 1, 1, 10, 512, 100, 5, 0]",50,94,144
baseline_random_search,storm,50,54,8.17056879415e-06,"[4, 1, 2, 1000000, 10, 0, 1, 10, 512, 100, 5, 29]",50,82,132
baseline_random_search,storm,50,55,8.17056879415e-06,"[4, 1, 4, 1000000, 10, 1, 1, 1000, 1024, 10000, 5, 29]",50,42,92
baseline_random_search,storm,50,56,0.0,"[4, 10, 4, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",50,90,140
baseline_random_search,storm,50,57,0.0,"[2, 1, 2, 1000000, 1, 0, 1, 1000, 512, 10000, 5, 0]",50,75,125
baseline_random_search,storm,50,58,2.72352293138e-06,"[2, 10, 4, 1000000, 1, 0, 1000, 10, 512, 100, 2, 0]",50,72,122
baseline_random_search,storm,50,59,1.36176146569e-05,"[4, 10, 2, 1000000, 10, 0, 1000, 1000, 512, 10000, 5, 0]",50,78,128
baseline_random_search,storm,50,60,1.36176146569e-05,"[4, 10, 4, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 0]",50,85,135
baseline_random_search,storm,50,61,5.44704586276e-06,"[4, 1, 4, 1000000, 10, 0, 1, 10, 512, 100, 5, 0]",50,85,135
baseline_random_search,storm,50,62,1.36176146569e-06,"[4, 1, 2, 1000000, 10, 1, 1, 1000, 512, 10000, 5, 0]",50,82,132
baseline_random_search,storm,50,63,7.62586420787e-05,"[4, 1, 2, 1000000, 10, 1, 1, 1000, 1024, 10000, 5, 29]",50,96,146
baseline_random_search,storm,50,64,0.0,"[4, 10, 4, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",50,82,132
baseline_random_search,storm,50,65,0.0,"[4, 1, 2, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 0]",50,73,123
baseline_random_search,storm,50,66,2.72352293138e-06,"[2, 10, 4, 1000000, 1, 0, 1000, 10, 512, 100, 2, 0]",50,72,122
baseline_random_search,storm,50,67,2.72352293138e-06,"[4, 1, 2, 1000000, 10, 0, 1, 10, 1024, 100, 5, 0]",50,64,114
baseline_random_search,storm,50,68,0.000133452623638,"[4, 1, 4, 1000000, 1, 1, 1000, 1000, 512, 10000, 2, 0]",50,67,117
baseline_random_search,storm,50,69,2.17881834511e-05,"[4, 1, 2, 1000000, 1, 1, 1000, 10, 1024, 100, 2, 29]",50,80,130
baseline_random_search,storm,50,70,8.17056879415e-06,"[4, 1, 2, 1000000, 1, 0, 1000, 1000, 1024, 10000, 5, 29]",50,60,110
baseline_random_search,storm,50,71,0.000106217394324,"[2, 10, 2, 1000000, 1, 0, 1000, 10, 1024, 100, 2, 29]",50,98,148
baseline_random_search,storm,100,42,1.08940917255e-05,"[2, 1, 2, 1000000, 1, 0, 1000, 10, 512, 100, 5, 29]",100,164,264
baseline_random_search,storm,100,43,5.17469356963e-05,"[2, 10, 2, 1000000, 1, 0, 1000, 1000, 1024, 10000, 5, 29]",100,141,241
baseline_random_search,storm,100,44,2.72352293138e-06,"[4, 10, 4, 1000000, 10, 1, 1, 1000, 1024, 10000, 5, 29]",100,171,271
baseline_random_search,storm,100,45,0.0,"[4, 1, 2, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 0]",100,161,261
baseline_random_search,storm,100,46,0.0,"[4, 1, 2, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 0]",100,181,281
baseline_random_search,storm,100,47,0.0,"[4, 10, 4, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 29]",100,136,236
baseline_random_search,storm,100,48,2.72352293138e-06,"[4, 1, 2, 1000000, 10, 0, 1, 10, 1024, 100, 5, 0]",100,128,228
baseline_random_search,storm,100,49,0.0,"[4, 10, 4, 1000000, 1, 1, 1, 1000, 512, 10000, 5, 29]",100,153,253
baseline_random_search,storm,100,50,0.0,"[2, 1, 4, 1000000, 1, 1, 1, 10, 512, 100, 5, 0]",100,130,230
baseline_random_search,storm,100,51,0.0,"[2, 1, 4, 1000000, 1, 1, 1, 10, 1024, 100, 5, 29]",100,148,248
baseline_random_search,storm,100,52,0.0,"[4, 10, 4, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 29]",100,152,252
baseline_random_search,storm,100,53,0.0,"[2, 1, 4, 1000000, 1, 1, 1, 10, 512, 100, 5, 0]",100,165,265
baseline_random_search,storm,100,54,0.0,"[2, 1, 4, 1000000, 1, 1, 1, 10, 512, 100, 5, 0]",100,159,259
baseline_random_search,storm,100,55,8.17056879415e-06,"[4, 1, 4, 1000000, 10, 1, 1, 1000, 1024, 10000, 5, 29]",100,104,204
baseline_random_search,storm,100,56,0.0,"[4, 10, 4, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",100,178,278
baseline_random_search,storm,100,57,0.0,"[2, 1, 2, 1000000, 1, 0, 1, 1000, 512, 10000, 5, 0]",100,156,256
baseline_random_search,storm,100,58,2.72352293138e-06,"[2, 10, 4, 1000000, 1, 0, 1000, 10, 512, 100, 2, 0]",100,152,252
baseline_random_search,storm,100,59,1.36176146569e-05,"[4, 10, 2, 1000000, 10, 0, 1000, 1000, 512, 10000, 5, 0]",100,163,263
baseline_random_search,storm,100,60,0.0,"[4, 1, 4, 1000000, 10, 1, 1, 10, 1024, 100, 5, 29]",100,182,282
baseline_random_search,storm,100,61,5.44704586276e-06,"[4, 1, 4, 1000000, 10, 0, 1, 10, 512, 100, 5, 0]",100,158,258
baseline_random_search,storm,100,62,1.36176146569e-06,"[4, 1, 2, 1000000, 10, 1, 1, 1000, 512, 10000, 5, 0]",100,195,295
baseline_random_search,storm,100,63,6.40027888875e-05,"[2, 10, 4, 1000000, 1, 1, 1000, 10, 512, 100, 2, 29]",100,179,279
baseline_random_search,storm,100,64,0.0,"[4, 10, 4, 1000000, 1, 1, 1000, 1000, 512, 10000, 5, 29]",100,163,263
baseline_random_search,storm,100,65,0.0,"[4, 1, 2, 1000000, 10, 0, 1, 1000, 1024, 10000, 5, 0]",100,153,253
baseline_random_search,storm,100,66,2.72352293138e-06,"[2, 10, 4, 1000000, 1, 0, 1000, 10, 512, 100, 2, 0]",100,141,241
baseline_random_search,storm,100,67,2.72352293138e-06,"[4, 1, 2, 1000000, 10, 0, 1, 10, 1024, 100, 5, 0]",100,141,241
baseline_random_search,storm,100,68,5.3108697162e-05,"[4, 10, 2, 1000000, 10, 1, 1000, 1000, 1024, 10000, 2, 29]",100,146,246
baseline_random_search,storm,100,69,2.17881834511e-05,"[4, 1, 2, 1000000, 1, 1, 1000, 10, 1024, 100, 2, 29]",100,176,276
baseline_random_search,storm,100,70,8.17056879415e-06,"[4, 1, 2, 1000000, 1, 0, 1000, 1000, 1024, 10000, 5, 29]",100,146,246
baseline_random_search,storm,100,71,0.0,"[2, 10, 2, 1000000, 1, 0, 1, 1000, 512, 10000, 5, 0]",100,156,256
baseline_random_search,x264,50,42,22.996,"[4, 1, 1, 1, 1, 0, 0, 1, 1, 0]",50,0,50
baseline_random_search,x264,50,43,23.206,"[4, 1, 1, 0, 1, 1, 1, 0, 0, 1]",50,0,50
baseline_random_search,x264,50,44,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",50,0,50
baseline_random_search,x264,50,45,21.906,"[4, 1, 1, 1, 1, 1, 1, 0, 1, 1]",50,0,50
baseline_random_search,x264,50,46,23.72,"[4, 1, 1, 0, 0, 1, 1, 0, 1, 1]",50,0,50
baseline_random_search,x264,50,47,23.49,"[4, 1, 1, 1, 0, 1, 0, 1, 0, 0]",50,0,50
baseline_random_search,x264,50,48,23.178,"[4, 1, 1, 1, 1, 1, 1, 1, 0, 0]",50,0,50
baseline_random_search,x264,50,49,22.984,"[4, 1, 3, 1, 1, 0, 0, 0, 0, 0]",50,0,50
baseline_random_search,x264,50,50,23.416,"[4, 1, 3, 1, 1, 1, 1, 1, 1, 1]",50,0,50
baseline_random_search,x264,50,51,22.248,"[4, 1, 1, 1, 0, 0, 0, 0, 1, 1]",50,0,50
baseline_random_search,x264,50,52,23.192,"[4, 1, 1, 1, 1, 0, 1, 1, 0, 1]",50,0,50
baseline_random_search,x264,50,53,21.97,"[4, 1, 1, 1, 1, 1, 0, 0, 1, 1]",50,0,50
baseline_random_search,x264,50,54,22.492,"[4, 1, 1, 1, 0, 0, 1, 0, 1, 0]",50,0,50
baseline_random_search,x264,50,55,23.204,"[4, 1, 3, 1, 1, 1, 0, 0, 0, 1]",50,0,50
baseline_random_search,x264,50,56,22.312,"[4, 1, 2, 1, 1, 0, 0, 0, 0, 0]",50,0,50
baseline_random_search,x264,50,57,22.874,"[4, 1, 2, 1, 0, 0, 0, 0, 0, 0]",50,0,50
baseline_random_search,x264,50,58,22.982,"[4, 1, 3, 1, 1, 0, 0, 0, 0, 1]",50,0,50
baseline_random_search,x264,50,59,22.664,"[4, 1, 2, 1, 1, 1, 1, 0, 1, 1]",50,0,50
baseline_random_search,x264,50,60,23.2,"[4, 1, 2, 1, 0, 1, 0, 0, 0, 0]",50,0,50
baseline_random_search,x264,50,61,23.39,"[4, 1, 2, 1, 1, 1, 0, 1, 0, 1]",50,0,50
baseline_random_search,x264,50,62,23.178,"[4, 1, 3, 1, 1, 1, 1, 1, 0, 0]",50,0,50
baseline_random_search,x264,50,63,23.326,"[4, 1, 3, 1, 1, 1, 0, 1, 1, 1]",50,0,50
baseline_random_search,x264,50,64,23.264,"[4, 1, 2, 1, 1, 0, 1, 1, 0, 1]",50,0,50
baseline_random_search,x264,50,65,22.794,"[4, 1, 1, 1, 1, 0, 0, 1, 0, 0]",50,0,50
baseline_random_search,x264,50,66,23.034,"[4, 1, 1, 1, 0, 0, 1, 0, 0, 0]",50,0,50
baseline_random_search,x264,50,67,23.106,"[4, 1, 2, 1, 0, 1, 0, 0, 0, 1]",50,0,50
baseline_random_search,x264,50,68,23.186,"[4, 1, 1, 0, 1, 0, 0, 0, 0, 1]",50,0,50
baseline_random_search,x264,50,69,23.034,"[4, 1, 1, 1, 0, 0, 1, 0, 0, 0]",50,0,50
baseline_random_search,x264,50,70,22.018,"[4, 1, 1, 1, 1, 0, 1, 0, 0, 0]",50,0,50
baseline_random_search,x264,50,71,22.746,"[4, 1, 1, 1, 0, 1, 1, 0, 0, 0]",50,0,50
baseline_random_search,x264,100,42,22.996,"[4, 1, 1, 1, 1, 0, 0, 1, 1, 0]",100,0,100
baseline_random_search,x264,100,43,22.984,"[4, 1, 3, 1, 1, 0, 0, 0, 0, 0]",100,0,100
baseline_random_search,x264,100,44,21.556,"[4, 1, 1, 1, 1, 0, 0, 0, 1, 0]",100,0,100
baseline_random_search,x264,100,45,21.906,"[4, 1, 1, 1, 1, 1, 1, 0, 1, 1]",100,0,100
baseline_random_search,x264,100,46,22.816,"[4, 1, 2, 1, 1, 1, 1, 0, 0, 1]",100,0,100
baseline_random_search,x264,100,47,22.432,"[4, 1, 2, 1, 1, 0, 1, 0, 1, 1]",100,0,100
baseline_random_search,x264,100,48,23.178,"[4, 1, 1, 1, 1, 1, 1, 1, 0, 0]",100,0,100
baseline_random_search,x264,100,49,22.984,"[4, 1, 3, 1, 1, 0, 0, 0, 0, 0]",100,0,100
baseline_random_search,x264,100,50,23.206,"[4, 1, 1, 0, 1, 1, 1, 0, 0, 1]",100,0,100
baseline_random_search,x264,100,51,22.248,"[4, 1, 1, 1, 0, 0, 0, 0, 1, 1]",100,0,100
baseline_random_search,x264,100,52,21.758,"[4, 1, 1, 1, 1, 0, 1, 0, 0, 1]",100,0,100
baseline_random_search,x264,100,53,21.906,"[4, 1, 1, 1, 1, 1, 1, 0, 1, 1]",100,0,100
baseline_random_search,x264,100,54,22.492,"[4, 1, 1, 1, 0, 0, 1, 0, 1, 0]",100,0,100
baseline_random_search,x264,100,55,22.984,"[4, 1, 3, 1, 1, 0, 0, 0, 0, 0]",100,0,100
baseline_random_search,x264,100,56,22.312,"[4, 1, 2, 1, 1, 0, 0, 0, 0, 0]",100,0,100
